ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	010		5	5	Blue	Bill		1963
11/5/1996	REP	Republican	STR	State Representative	TAY	Taylor	010		14	14	Blue	Bill		3077
11/5/1996	REP	Republican	STR	State Representative	WAK	Wakulla	010		12	12	Blue	Bill		2127
11/5/1996	DEM	Democrat	STR	State Representative	CLM	Columbia	011		30	30	Mackey	Joseph	R. (Randy)	10687
11/5/1996	DEM	Democrat	STR	State Representative	DIX	Dixie	011		1	1	Mackey	Joseph	R. (Randy)	3
11/5/1996	DEM	Democrat	STR	State Representative	GIL	Gilchrist	011		9	9	Mackey	Joseph	R. (Randy)	2154
11/5/1996	DEM	Democrat	STR	State Representative	HAM	Hamilton	011		8	8	Mackey	Joseph	R. (Randy)	2599
11/5/1996	DEM	Democrat	STR	State Representative	LAF	Lafayette	011		5	5	Mackey	Joseph	R. (Randy)	1736
11/5/1996	DEM	Democrat	STR	State Representative	MAD	Madison	011		11	11	Mackey	Joseph	R. (Randy)	4470
11/5/1996	DEM	Democrat	STR	State Representative	SUW	Suwannee	011		16	16	Mackey	Joseph	R. (Randy)	9031
11/5/1996	REP	Republican	STR	State Representative	CLM	Columbia	011		30	30	Whitley	William	E. 'Bill'	5625
11/5/1996	REP	Republican	STR	State Representative	DIX	Dixie	011		1	1	Whitley	William	E. 'Bill'	3
11/5/1996	REP	Republican	STR	State Representative	GIL	Gilchrist	011		9	9	Whitley	William	E. 'Bill'	999
11/5/1996	REP	Republican	STR	State Representative	HAM	Hamilton	011		8	8	Whitley	William	E. 'Bill'	914
11/5/1996	REP	Republican	STR	State Representative	LAF	Lafayette	011		5	5	Whitley	William	E. 'Bill'	577
11/5/1996	REP	Republican	STR	State Representative	MAD	Madison	011		11	11	Whitley	William	E. 'Bill'	1210
11/5/1996	REP	Republican	STR	State Representative	SUW	Suwannee	011		16	16	Whitley	William	E. 'Bill'	3332
11/5/1996	DEM	Democrat	STR	State Representative	BAK	Baker	012		8	8	Crady	George		3579
11/5/1996	DEM	Democrat	STR	State Representative	BRA	Bradford	012		19	19	Crady	George		4036
11/5/1996	DEM	Democrat	STR	State Representative	DUV	Duval	012		10	10	Crady	George		1728
11/5/1996	DEM	Democrat	STR	State Representative	NAS	Nassau	012		17	17	Crady	George		11496
11/5/1996	DEM	Democrat	STR	State Representative	UNI	Union	012		11	11	Crady	George		1810
11/5/1996	REP	Republican	STR	State Representative	BAK	Baker	012		8	8	Herrin	Max	E.	3265
11/5/1996	REP	Republican	STR	State Representative	BRA	Bradford	012		19	19	Herrin	Max	E.	4289
11/5/1996	REP	Republican	STR	State Representative	DUV	Duval	012		10	10	Herrin	Max	E.	2100
11/5/1996	REP	Republican	STR	State Representative	NAS	Nassau	012		17	17	Herrin	Max	E.	9612
11/5/1996	REP	Republican	STR	State Representative	UNI	Union	012		11	11	Herrin	Max	E.	1510
11/5/1996	DEM	Democrat	STR	State Representative	CLA	Clay	013		7	7	Richardson	Tara	L.	2078
11/5/1996	DEM	Democrat	STR	State Representative	DUV	Duval	013		29	29	Richardson	Tara	L.	8379
11/5/1996	REP	Republican	STR	State Representative	CLA	Clay	013		7	7	Wise	Stephen	R.	5196
11/5/1996	REP	Republican	STR	State Representative	DUV	Duval	013		29	29	Wise	Stephen	R.	21834
11/5/1996	DEM	Democrat	STR	State Representative	DUV	Duval	016		48	48	Merrett	John	M.	15528
11/5/1996	REP	Republican	STR	State Representative	DUV	Duval	016		48	48	Fuller	James		22842
11/5/1996	DEM	Democrat	STR	State Representative	CLA	Clay	020		5	5	Wiles	Douglass	F. (Doug)	1052
11/5/1996	DEM	Democrat	STR	State Representative	FLA	Flagler	020		20	20	Wiles	Douglass	F. (Doug)	8625
11/5/1996	DEM	Democrat	STR	State Representative	STJ	St. Johns	020		43	43	Wiles	Douglass	F. (Doug)	17380
11/5/1996	DEM	Democrat	STR	State Representative	VOL	Volusia	020		12	12	Wiles	Douglass	F. (Doug)	3673
11/5/1996	REP	Republican	STR	State Representative	CLA	Clay	020		5	5	Hayes	Jim		1534
11/5/1996	REP	Republican	STR	State Representative	FLA	Flagler	020		20	20	Hayes	Jim		8759
11/5/1996	REP	Republican	STR	State Representative	STJ	St. Johns	020		43	43	Hayes	Jim		11738
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	020		12	12	Hayes	Jim		5121
11/5/1996	DEM	Democrat	STR	State Representative	ALA	Alachua	022		33	33	Styron	Betsy		20801
11/5/1996	DEM	Democrat	STR	State Representative	MRN	Marion	022		10	10	Styron	Betsy		2781
11/5/1996	REP	Republican	STR	State Representative	ALA	Alachua	022		33	33	Casey	Bob		25231
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	022		10	10	Casey	Bob		3915
11/5/1996	DEM	Democrat	STR	State Representative	ALA	Alachua	023		25	25	Chestnut	Cynthia	Moore	17789
11/5/1996	DEM	Democrat	STR	State Representative	MRN	Marion	023		13	13	Chestnut	Cynthia	Moore	3946
11/5/1996	REP	Republican	STR	State Representative	ALA	Alachua	023		25	25	Glass	Bill		6823
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	023		13	13	Glass	Bill		1590
11/5/1996	DEM	Democrat	STR	State Representative	LAK	Lake	025		25	25	Green	Sandra	T.	9508
11/5/1996	DEM	Democrat	STR	State Representative	MRN	Marion	025		2	2	Green	Sandra	T.	739
11/5/1996	DEM	Democrat	STR	State Representative	SEM	Seminole	025		14	14	Green	Sandra	T.	2895
11/5/1996	DEM	Democrat	STR	State Representative	VOL	Volusia	025		16	16	Green	Sandra	T.	7112
11/5/1996	REP	Republican	STR	State Representative	LAK	Lake	025		25	25	Bainter	Stan		13361
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	025		2	2	Bainter	Stan		861
11/5/1996	REP	Republican	STR	State Representative	SEM	Seminole	025		14	14	Bainter	Stan		6357
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	025		16	16	Bainter	Stan		7835
11/5/1996	DEM	Democrat	STR	State Representative	FLA	Flagler	026		7	7	Bollum	Janet	L	981
11/5/1996	DEM	Democrat	STR	State Representative	LAK	Lake	026		5	5	Bollum	Janet	L	1208
11/5/1996	DEM	Democrat	STR	State Representative	VOL	Volusia	026		57	57	Bollum	Janet	L	17406
11/5/1996	REP	Republican	STR	State Representative	FLA	Flagler	026		7	7	Ziebarth	Earl		936
11/5/1996	REP	Republican	STR	State Representative	LAK	Lake	026		5	5	Ziebarth	Earl		1534
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	026		57	57	Ziebarth	Earl		19002
11/5/1996	WRI	Write-In	STR	State Representative	FLA	Flagler	026		7	7	Colf (D'Onofrio)	Shirley	L.	0
11/5/1996	WRI	Write-In	STR	State Representative	LAK	Lake	026		5	5	Colf (D'Onofrio)	Shirley	L.	0
11/5/1996	WRI	Write-In	STR	State Representative	VOL	Volusia	026		57	57	Colf (D'Onofrio)	Shirley	L.	6
11/5/1996	DEM	Democrat	STR	State Representative	VOL	Volusia	027		57	57	Doran	Ted		16781
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	027		57	57	Lynn	Evelyn		22386
11/5/1996	DEM	Democrat	STR	State Representative	VOL	Volusia	028		52	52	Kosmas	Suzanne		26098
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	028		52	52	Cooper	Fred		23908
11/5/1996	DEM	Democrat	STR	State Representative	BRE	Brevard	029		48	48	Schmidt	Joanne	H.	18895
11/5/1996	REP	Republican	STR	State Representative	BRE	Brevard	029		48	48	Ball	Randy		25919
11/5/1996	DEM	Democrat	STR	State Representative	BRE	Brevard	030		64	64	Tasker	Molly		20678
11/5/1996	REP	Republican	STR	State Representative	BRE	Brevard	030		64	64	Futch	Howard	E.	38363
11/5/1996	DEM	Democrat	STR	State Representative	BRE	Brevard	031		55	55	Goode, Jr.	Harry	C.	25324
11/5/1996	REP	Republican	STR	State Representative	BRE	Brevard	031		55	55	Blackburn	Ann	T.	21529
11/5/1996	REP	Republican	STR	State Representative	ORA	Orange	033		14	14	Feeney	Tom		11146
11/5/1996	REP	Republican	STR	State Representative	SEM	Seminole	033		32	32	Feeney	Tom		19889
11/5/1996	REP	Republican	STR	State Representative	VOL	Volusia	033		6	6	Feeney	Tom		3591
11/5/1996	WRI	Write-In	STR	State Representative	ORA	Orange	033		14	14	McEachern	Leigh		119
11/5/1996	WRI	Write-In	STR	State Representative	SEM	Seminole	033		32	32	McEachern	Leigh		283
11/5/1996	WRI	Write-In	STR	State Representative	VOL	Volusia	033		6	6	McEachern	Leigh		16
11/5/1996	DEM	Democrat	STR	State Representative	ORA	Orange	034		5	5	Loper	Sam		1153
11/5/1996	DEM	Democrat	STR	State Representative	SEM	Seminole	034		44	44	Loper	Sam		10236
11/5/1996	REP	Republican	STR	State Representative	ORA	Orange	034		5	5	Starks	Bob		4397
11/5/1996	REP	Republican	STR	State Representative	SEM	Seminole	034		44	44	Starks	Bob		26765
11/5/1996	DEM	Democrat	STR	State Representative	ORA	Orange	035		33	33	Cooper	Kent	J.	13086
11/5/1996	DEM	Democrat	STR	State Representative	SEM	Seminole	035		3	3	Cooper	Kent	J.	1447
11/5/1996	REP	Republican	STR	State Representative	ORA	Orange	035		33	33	Brooks	Bob		19720
11/5/1996	REP	Republican	STR	State Representative	SEM	Seminole	035		3	3	Brooks	Bob		2455
11/5/1996	DEM	Democrat	STR	State Representative	ORA	Orange	040		47	47	Thomas	Lamar		15669
11/5/1996	REP	Republican	STR	State Representative	ORA	Orange	040		47	47	Sublette	Bill		25390
11/5/1996	DEM	Democrat	STR	State Representative	LAK	Lake	042		31	31	Kelly	Everett		17829
11/5/1996	DEM	Democrat	STR	State Representative	MRN	Marion	042		12	12	Kelly	Everett		4399
11/5/1996	DEM	Democrat	STR	State Representative	SUM	Sumter	042		19	19	Kelly	Everett		7571
11/5/1996	REP	Republican	STR	State Representative	LAK	Lake	042		31	31	Bronson	Pamela		13774
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	042		12	12	Bronson	Pamela		5096
11/5/1996	REP	Republican	STR	State Representative	SUM	Sumter	042		19	19	Bronson	Pamela		5398
11/5/1996	DEM	Democrat	STR	State Representative	CIT	Citrus	043		30	30	Spivey	Helen	L.	23122
11/5/1996	DEM	Democrat	STR	State Representative	HER	Hernando	043		8	8	Spivey	Helen	L.	3965
11/5/1996	DEM	Democrat	STR	State Representative	MRN	Marion	043		2	2	Spivey	Helen	L.	594
11/5/1996	REP	Republican	STR	State Representative	CIT	Citrus	043		30	30	Argenziano	Nancy		26108
11/5/1996	REP	Republican	STR	State Representative	HER	Hernando	043		8	8	Argenziano	Nancy		3420
11/5/1996	REP	Republican	STR	State Representative	MRN	Marion	043		2	2	Argenziano	Nancy		665
11/5/1996	DEM	Democrat	STR	State Representative	HER	Hernando	044		43	43	Smith	Joan		22692
11/5/1996	DEM	Democrat	STR	State Representative	LAK	Lake	044		2	2	Smith	Joan		678
11/5/1996	DEM	Democrat	STR	State Representative	PAS	Pasco	044		2	2	Smith	Joan		163
11/5/1996	DEM	Democrat	STR	State Representative	POL	Polk	044		3	3	Smith	Joan		1557
11/5/1996	DEM	Democrat	STR	State Representative	SUM	Sumter	044		4	4	Smith	Joan		886
11/5/1996	REP	Republican	STR	State Representative	HER	Hernando	044		43	43	Stabins	Jeff		26291
11/5/1996	REP	Republican	STR	State Representative	LAK	Lake	044		2	2	Stabins	Jeff		929
11/5/1996	REP	Republican	STR	State Representative	PAS	Pasco	044		2	2	Stabins	Jeff		171
11/5/1996	REP	Republican	STR	State Representative	POL	Polk	044		3	3	Stabins	Jeff		1749
11/5/1996	REP	Republican	STR	State Representative	SUM	Sumter	044		4	4	Stabins	Jeff		714
11/5/1996	DEM	Democrat	STR	State Representative	HER	Hernando	045		1	1	Prescott	Brian		118
11/5/1996	DEM	Democrat	STR	State Representative	PAS	Pasco	045		57	57	Prescott	Brian		22641
11/5/1996	REP	Republican	STR	State Representative	HER	Hernando	045		1	1	Fasano	Mike		108
11/5/1996	REP	Republican	STR	State Representative	PAS	Pasco	045		57	57	Fasano	Mike		24213
11/5/1996	DEM	Democrat	STR	State Representative	PAS	Pasco	046		46	46	Prewitt	Debra	A.	28710
11/5/1996	REP	Republican	STR	State Representative	PAS	Pasco	046		46	46	Levine	Alan		21211
11/5/1996	WRI	Write-In	STR	State Representative	PAS	Pasco	046		46	46	Janczlik	Frank		6
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	047		39	39	Dunkle	Mary		15893
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	047		7	7	Dunkle	Mary		3937
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	047		39	39	Wallace	Rob		22402
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	047		7	7	Wallace	Rob		4412
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	048		7	7	Mulford	Kevin		748
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	048		39	39	Mulford	Kevin		16613
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	048		7	7	Safley	R.Z. 'Sandy'		1808
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	048		39	39	Safley	R.Z. 'Sandy'		37704
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	050		40	40	McGuire	John	F.	17042
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	050		40	40	Morroni	John		25338
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	051		41	41	Brennan	Mary		24426
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	051		41	41	Crumrine	Paul		13374
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	052		45	45	Fischer	Margo		21360
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	052		45	45	Farkas	Frank		19674
11/5/1996	DEM	Democrat	STR	State Representative	PIN	Pinellas	053		44	44	Hafner	Lars	A.	29052
11/5/1996	REP	Republican	STR	State Representative	PIN	Pinellas	053		44	44	Smith	Joseph		16281
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	056		57	57	Murman	Sandra	L.	18776
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	056		57	57	Butler	Bill		18044
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	057		30	30	Glickman	Ron		20970
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	057		30	30	Culp	Faye		24574
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	058		43	43	Martinez	Elvin	L.	20690
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	058		43	43	Hanisee	Mark	S.	12718
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	062		38	38	Surrency	Troy		13833
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	062		38	38	Byrd, Jr.	Johnnie	B.	25760
11/5/1996	DEM	Democrat	STR	State Representative	POL	Polk	063		50	50	Stein	Bob		17703
11/5/1996	REP	Republican	STR	State Representative	POL	Polk	063		50	50	Putnam	Adam	H.	23717
11/5/1996	DEM	Democrat	STR	State Representative	POL	Polk	064		32	32	Pincket	Steve		14880
11/5/1996	REP	Republican	STR	State Representative	POL	Polk	064		32	32	Dockery	Paula		20250
11/5/1996	NPA	No Party Affiliation	STR	State Representative	POL	Polk	064		32	32	Steinard	Wayne	C.	2231
11/5/1996	DEM	Democrat	STR	State Representative	POL	Polk	065		40	40	Edwards	Lori		20538
11/5/1996	REP	Republican	STR	State Representative	POL	Polk	065		40	40	Webb	John		17852
11/5/1996	DEM	Democrat	STR	State Representative	HIL	Hillsborough	066		24	24	Perez	Arturo		3881
11/5/1996	DEM	Democrat	STR	State Representative	POL	Polk	066		27	27	Perez	Arturo		8332
11/5/1996	REP	Republican	STR	State Representative	HIL	Hillsborough	066		24	24	Laurent	John		10796
11/5/1996	REP	Republican	STR	State Representative	POL	Polk	066		27	27	Laurent	John		17612
11/5/1996	DEM	Democrat	STR	State Representative	MAN	Manatee	068		62	62	Nolan	Bob		20665
11/5/1996	REP	Republican	STR	State Representative	MAN	Manatee	068		62	62	Flanagan	Mark	G.	27582
11/5/1996	DEM	Democrat	STR	State Representative	SAR	Sarasota	069		48	48	Brown	Shirley		27184
11/5/1996	REP	Republican	STR	State Representative	SAR	Sarasota	069		48	48	Grunstein	Gregg	S.	17955
11/5/1996	DEM	Democrat	STR	State Representative	CHA	Charlotte	071		50	50	Comer	Karen		16175
11/5/1996	DEM	Democrat	STR	State Representative	SAR	Sarasota	071		21	21	Comer	Karen		8917
11/5/1996	REP	Republican	STR	State Representative	CHA	Charlotte	071		50	50	Bitner	David	I.	24068
11/5/1996	REP	Republican	STR	State Representative	SAR	Sarasota	071		21	21	Bitner	David	I.	10845
11/5/1996	DEM	Democrat	STR	State Representative	CHA	Charlotte	072		18	18	Peeples	Vernon		6253
11/5/1996	DEM	Democrat	STR	State Representative	DES	Desoto	072		15	15	Peeples	Vernon		4627
11/5/1996	DEM	Democrat	STR	State Representative	HAR	Hardee	072		12	12	Peeples	Vernon		3216
11/5/1996	DEM	Democrat	STR	State Representative	LEE	Lee	072		16	16	Peeples	Vernon		7092
11/5/1996	REP	Republican	STR	State Representative	CHA	Charlotte	072		18	18	Harrington	Lindsay	M.	9541
11/5/1996	REP	Republican	STR	State Representative	DES	Desoto	072		15	15	Harrington	Lindsay	M.	3181
11/5/1996	REP	Republican	STR	State Representative	HAR	Hardee	072		12	12	Harrington	Lindsay	M.	2611
11/5/1996	REP	Republican	STR	State Representative	LEE	Lee	072		16	16	Harrington	Lindsay	M.	8191
11/5/1996	DEM	Democrat	STR	State Representative	CHA	Charlotte	074		5	5	Schnaufer	Laurie		2706
11/5/1996	DEM	Democrat	STR	State Representative	LEE	Lee	074		45	45	Schnaufer	Laurie		18052
11/5/1996	DEM	Democrat	STR	State Representative	SAR	Sarasota	074		5	5	Schnaufer	Laurie		3218
11/5/1996	REP	Republican	STR	State Representative	CHA	Charlotte	074		5	5	Gay	Greg		3091
11/5/1996	REP	Republican	STR	State Representative	LEE	Lee	074		45	45	Gay	Greg		29083
11/5/1996	REP	Republican	STR	State Representative	SAR	Sarasota	074		5	5	Gay	Greg		3497
11/5/1996	DEM	Democrat	STR	State Representative	CLL	Collier	077		4	4	Spratt	J.R.	'Joe'	959
11/5/1996	DEM	Democrat	STR	State Representative	GLA	Glades	077		13	13	Spratt	J.R.	'Joe'	2075
11/5/1996	DEM	Democrat	STR	State Representative	HEN	Hendry	077		22	22	Spratt	J.R.	'Joe'	5713
11/5/1996	DEM	Democrat	STR	State Representative	HIG	Highlands	077		19	19	Spratt	J.R.	'Joe'	12461
11/5/1996	REP	Republican	STR	State Representative	CLL	Collier	077		4	4	Platt	Frank		759
11/5/1996	REP	Republican	STR	State Representative	GLA	Glades	077		13	13	Platt	Frank		1276
11/5/1996	REP	Republican	STR	State Representative	HEN	Hendry	077		22	22	Platt	Frank		3064
11/5/1996	REP	Republican	STR	State Representative	HIG	Highlands	077		19	19	Platt	Frank		15038
11/5/1996	DEM	Democrat	STR	State Representative	MRT	Martin	081		13	13	Sawyer	Walter	V.	3796
11/5/1996	DEM	Democrat	STR	State Representative	STL	St. Lucie	081		40	40	Sawyer	Walter	V.	14974
11/5/1996	REP	Republican	STR	State Representative	MRT	Martin	081		13	13	Pruitt	Ken		11480
11/5/1996	REP	Republican	STR	State Representative	STL	St. Lucie	081		40	40	Pruitt	Ken		29809
11/5/1996	DEM	Democrat	STR	State Representative	PAL	Palm Beach	085		51	51	Frankel	Lois	J.	28038
11/5/1996	REP	Republican	STR	State Representative	PAL	Palm Beach	085		51	51	Radd	Donald		13344
11/5/1996	DEM	Democrat	STR	State Representative	PAL	Palm Beach	088		67	67	Jacobs	Suzanne		38973
11/5/1996	NPA	No Party Affiliation	STR	State Representative	PAL	Palm Beach	088		67	67	Widom	Thomas		13038
11/5/1996	DEM	Democrat	STR	State Representative	BRO	Broward	092		58	58	Stafford	Tracy		25930
11/5/1996	REP	Republican	STR	State Representative	BRO	Broward	092		58	58	Boyle	Thomas	John	14637
11/5/1996	DEM	Democrat	STR	State Representative	BRO	Broward	093		41	41	Dawson-White	Muriel 'Mandy'		18120
11/5/1996	REP	Republican	STR	State Representative	BRO	Broward	093		41	41	Gibson	Kyle	'K.C'	7091
11/5/1996	DEM	Democrat	STR	State Representative	BRO	Broward	096		48	48	Ritter	Stacy	Joy	28065
11/5/1996	REP	Republican	STR	State Representative	BRO	Broward	096		48	48	Blake	Linda		17647
11/5/1996	DEM	Democrat	STR	State Representative	BRO	Broward	097		56	56	Schultz	Debbie	Wasserman	38971
11/5/1996	REP	Republican	STR	State Representative	BRO	Broward	097		56	56	Gardner	George	W.	19909
11/5/1996	DEM	Democrat	STR	State Representative	DAD	Dade	107		33	33	Lemonis	Marc	Anthony	10092
11/5/1996	REP	Republican	STR	State Representative	DAD	Dade	107		33	33	Barreiro	Bruno	A.	13689
11/5/1996	DEM	Democrat	STR	State Representative	DAD	Dade	116		22	22	Betancourt	Annie		18174
11/5/1996	REP	Republican	STR	State Representative	DAD	Dade	116		22	22	Cuetara	Dulce		11953
11/5/1996	DEM	Democrat	STR	State Representative	DAD	Dade	118		44	44	Bullard	Larcenia	J.	18928
11/5/1996	REP	Republican	STR	State Representative	DAD	Dade	118		44	44	Greene	Bill		10430
11/5/1996	DEM	Democrat	STR	State Representative	DAD	Dade	119		39	39	Cosgrove	John	F.	19005
11/5/1996	REP	Republican	STR	State Representative	DAD	Dade	119		39	39	Heinle	Mary-Annice	T.	9182
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	ALA	Alachua			50	50	Yes			39889
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	ALA	Alachua			50	50	Yes			39293
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	ALA	Alachua			50	50	Yes			38822
11/5/1996	NOP	Non-Partisan	SC1	Shall Justice Harry Lee Anstead be retained in office?	BAK	Baker			8	8	Yes			2571
11/5/1996	NOP	Non-Partisan	SC3	Shall Justice Charles T. Wells be retained in office?	BAK	Baker			8	8	Yes			2447
11/5/1996	NOP	Non-Partisan	SC2	Shall Justice Leander J. Shaw, Jr. be retained in office?	BAK	Baker			8	8	Yes			2430
